time_dim_id,road_dim_id,event_dim_id,occurrence,injured,killed
160101,R08S09,I-TR-RW,2,0,0
160101,R08S09,I-TR-WW,1,0,0
160101,R08S09,I-TR-SP,13,0,0
160101,R08S09,I-IN-DD,16,0,0
160101,R10S01,I-SV-NS,17,0,0
160101,R10S01,I-SV-MV,4,0,0
160101,R10S01,I-SV-NL,5,0,0
160101,R10S01,I-LI-LP,1,0,0
160101,R10S01,I-TR-WW,1,0,0
160101,R10S01,I-TR-OT,13,0,0
160101,R10S01,I-TR-SP,11,0,0
160101,R11S02,I-SV-NS,8,0,0
160101,R11S02,I-LI-LP,1,0,0
160101,R11S02,I-TR-SP,14,0,0
160101,R11S03,A-OT-RO,6,1,0
160101,R12S02,I-SV-NS,17,0,0
160101,R12S02,I-SV-RO,2,0,0
160101,R12S02,I-SV-MV,3,0,0
160101,R12S02,I-SV-NL,4,0,0
160101,R12S02,I-LI-UD,5,0,0
160101,R12S02,I-TR-OT,8,0,0
160101,R12S02,I-TR-SP,16,0,0
160101,R12S02,I-IN-DR,2,0,0
160101,R12S03,I-SV-NL,5,0,0
160101,R12S03,I-LI-UD,4,0,0
160101,R12S03,I-LI-LP,1,0,0
160101,R12S03,I-TR-OT,2,0,0
160101,R12S03,I-TR-SP,11,0,0
160101,R12S03,I-IN-DD,10,0,0
160101,R12S05,I-SV-RO,5,0,0
160101,R12S05,I-LI-UD,1,0,0
160101,R12S05,I-TR-OT,10,0,0
160101,R12S05,I-TR-SP,12,0,0
160101,R12S06,I-SV-NS,19,0,0
160101,R12S06,I-SV-RO,3,0,0
160101,R12S06,I-LI-UD,4,0,0
160101,R12S06,I-TR-LD,6,0,0
160101,R12S06,I-TR-SP,11,0,0
160101,R12S06,I-IN-DD,9,0,0
160101,R13S01,A-CH-PH,2,0,0
160101,R14S01,I-SV-NS,13,0,0
160101,R14S01,I-SV-MV,2,0,0
160101,R14S01,I-SV-NL,7,0,0
160101,R14S01,I-LI-LP,2,0,0
160101,R14S01,I-TR-RW,5,0,0
160101,R14S01,I-TR-LD,4,0,0
160101,R14S01,I-TR-OT,8,0,0
160101,R14S01,I-TR-SP,13,0,0
160101,R14S01,I-IN-DD,3,0,0
160101,R15S01,I-SV-NS,15,0,0
160101,R15S01,I-SV-MV,6,0,0
160101,R15S01,I-SV-NL,4,0,0
160101,R15S01,I-LI-UD,2,0,0
160101,R15S01,I-TR-OT,15,0,0
160101,R15S01,I-TR-SP,18,0,0
160101,R15S01,I-IN-DD,5,0,0
160101,R15S02,I-SV-NS,15,0,0
160101,R15S02,I-SV-NL,6,0,0
160101,R15S02,I-TR-RW,4,0,0
160101,R15S02,I-TR-LD,3,0,0
160101,R15S02,I-TR-WW,1,0,0
160101,R15S02,I-TR-SP,15,0,0
160101,R15S03,I-SV-NS,12,0,0
160101,R15S03,I-SV-MV,2,0,0
160101,R15S03,I-LI-UD,4,0,0
160101,R15S03,I-LI-LP,2,0,0
160101,R15S03,I-TR-RW,5,0,0
160101,R15S03,I-TR-OT,9,0,0
160101,R15S03,I-TR-SP,4,0,0
160101,R15S03,I-IN-DR,4,0,0
160101,R15S04,I-SV-NS,17,0,0
160101,R15S04,I-SV-MV,4,0,0
160101,R15S04,I-SV-NL,3,0,0
160101,R15S04,I-LI-LP,1,0,0
160101,R15S04,I-TR-LD,4,0,0
160101,R15S04,I-TR-OT,9,0,0
160101,R15S04,I-TR-SP,16,0,0
160101,R15S04,I-IN-DD,10,0,0
160101,R16S03,I-SV-MV,5,0,0
160101,R16S03,I-SV-NL,4,0,0
160101,R16S03,I-LI-UD,6,0,0
160101,R16S03,I-TR-RW,2,0,0
160101,R16S03,I-TR-WW,4,0,0
160101,R16S03,I-TR-OT,9,0,0
160101,R16S03,I-IN-DD,4,0,0
160101,R16S03,I-IN-DR,2,0,0
160101,R18S01,I-SV-RO,4,0,0
160101,R18S01,I-SV-NL,1,0,0
160101,R18S01,I-TR-RW,3,0,0
160101,R18S01,I-TR-LD,5,0,0
160101,R18S01,I-TR-OT,3,0,0
160101,R18S01,I-IN-DD,5,0,0
160101,R18S01,A-OT-RR,1,0,0
160101,R18S01,A-TD-LC,2,4,0
160101,R19S03,I-SV-MV,10,0,0
160101,R19S03,I-SV-NL,3,0,0
160101,R19S03,I-LI-LP,2,0,0
160101,R19S03,I-TR-RW,6,0,0
160101,R19S03,I-TR-OT,2,0,0
160101,R19S03,I-TR-SP,22,0,0
160101,R19S04,I-SV-NS,8,0,0
160101,R20S02,I-SV-NS,14,0,0
160101,R20S02,I-SV-RO,5,0,0
160101,R20S02,I-SV-MV,6,0,0
160101,R20S02,I-SV-NL,4,0,0
160101,R20S02,I-LI-UD,6,0,0
160101,R20S02,I-LI-LP,3,0,0
160101,R20S02,I-TR-SP,14,0,0
160101,R20S02,I-IN-DD,7,0,0
160101,R22S05,A-OT-RR,7,0,4
160101,R25S03,I-SV-MV,4,0,0
160101,R25S03,I-SV-NL,4,0,0
160101,R25S03,I-LI-UD,2,0,0
160101,R25S03,I-TR-LD,1,0,0
160101,R25S03,I-TR-OT,3,0,0
160101,R25S03,I-TR-SP,22,0,0
160101,R25S03,I-IN-DD,8,0,0
160101,R25S05,I-SV-NS,17,0,0
160101,R25S05,I-SV-MV,8,0,0
160101,R25S05,I-LI-LP,2,0,0
160101,R25S05,I-TR-RW,2,0,0
160101,R25S05,I-TR-LD,3,0,0
160101,R25S05,I-TR-OT,2,0,0
160101,R25S05,I-TR-SP,1,0,0
160101,R25S05,A-CH-CH,1,2,1
160101,R25S05,A-TD-LC,2,2,0
160101,R25S07,I-SV-NL,6,0,0
160101,R25S07,I-LI-LP,4,0,0
160101,R25S07,I-TR-RW,4,0,0
160101,R25S07,I-TR-WW,2,0,0
160101,R25S07,I-TR-OT,9,0,0
160101,R25S07,I-TR-SP,20,0,0
160101,R25S07,A-CO-RE,8,6,1
160101,R26S01,I-SV-NS,10,0,0
160101,R26S01,I-SV-RO,6,0,0
160101,R26S01,I-SV-MV,10,0,0
160101,R26S01,I-SV-NL,2,0,0
160101,R26S01,I-LI-UD,4,0,0
160101,R26S01,I-LI-LP,2,0,0
160101,R26S01,I-TR-RW,5,0,0
160101,R26S01,I-TR-LD,1,0,0
160101,R26S01,I-TR-SP,16,0,0
160101,R26S01,I-IN-DD,3,0,0
160101,R27S02,I-SV-NL,4,0,0
160101,R27S02,I-TR-RW,4,0,0
160101,R27S02,I-TR-LD,5,0,0
160101,R27S02,I-TR-WW,2,0,0
160101,R27S02,I-TR-OT,6,0,0
160101,R27S02,I-TR-SP,16,0,0
160101,R30S01,I-SV-MV,6,0,0
160101,R30S01,I-LI-UD,3,0,0
160101,R30S01,I-LI-LP,1,0,0
160101,R30S01,I-TR-RW,8,0,0
160101,R30S01,I-TR-LD,4,0,0
160101,R30S01,I-TR-SP,10,0,0
160101,R32S01,I-SV-NS,18,0,0
160101,R32S01,I-SV-RO,3,0,0
160101,R32S01,I-SV-NL,4,0,0
160101,R32S01,I-TR-LD,2,0,0
160101,R32S01,I-TR-OT,9,0,0
160101,R32S01,I-IN-DD,1,0,0
160101,R32S01,I-IN-DR,3,0,0
160101,R32S02,I-SV-NS,12,0,0
160101,R32S02,I-SV-NL,4,0,0
160101,R32S02,I-LI-UD,5,0,0
160101,R32S02,I-TR-RW,2,0,0
160101,R32S02,I-TR-OT,15,0,0
160101,R32S02,I-TR-SP,8,0,0
160101,R32S02,I-IN-DD,6,0,0
160101,R35S02,I-SV-NS,16,0,0
160101,R35S02,I-SV-MV,8,0,0
160101,R35S02,I-LI-LP,1,0,0
160101,R35S02,I-TR-SP,13,0,0
160101,R35S02,I-IN-DD,4,0,0
160101,R39S02,I-SV-NS,13,0,0
160101,R39S02,I-SV-RO,5,0,0
160101,R39S02,I-SV-MV,2,0,0
160101,R39S02,I-SV-NL,4,0,0
160101,R39S02,I-LI-UD,4,0,0
160101,R39S02,I-TR-LD,6,0,0
160101,R39S02,I-TR-OT,5,0,0
160101,R39S02,I-TR-SP,17,0,0
160101,R39S02,I-IN-DD,7,0,0
160101,R40S01,I-SV-NS,13,0,0
160101,R40S01,I-SV-MV,3,0,0
160101,R40S01,I-SV-NL,7,0,0
160101,R40S01,I-TR-OT,5,0,0
160101,R40S01,I-TR-SP,8,0,0
160101,R40S01,I-IN-DD,6,0,0
160101,R40S01,I-IN-DR,4,0,0
160101,R40S02,I-SV-NS,13,0,0
160101,R40S02,I-SV-NL,6,0,0
160101,R40S02,I-LI-UD,4,0,0
160101,R40S02,I-TR-RW,5,0,0
160101,R40S02,I-TR-LD,1,0,0
160101,R40S02,I-TR-WW,1,0,0
160101,R40S02,I-TR-SP,5,0,0
160101,R40S02,I-IN-DD,1,0,0
160101,R42S05,I-SV-RO,3,0,0
160101,R42S05,I-SV-MV,6,0,0
160101,R42S05,I-TR-RW,2,0,0
160101,R42S05,I-TR-OT,9,0,0
160101,R42S05,I-TR-SP,2,0,0
160101,R42S05,I-IN-DD,5,0,0
160101,R42S05,I-IN-DR,1,0,0
160101,R44S04,I-SV-RO,1,0,0
160101,R44S04,I-SV-NL,6,0,0
160101,R44S04,I-LI-UD,1,0,0
160101,R44S04,I-TR-RW,3,0,0
160101,R44S04,I-TR-WW,2,0,0
160101,R44S04,I-TR-OT,6,0,0
160101,R44S04,I-TR-SP,13,0,0
160101,R45S01,I-SV-NL,3,0,0
160101,R45S01,I-LI-LP,1,0,0
160101,R45S01,I-TR-RW,5,0,0
160101,R45S01,I-IN-DD,5,0,0
160101,R45S03,I-SV-RO,5,0,0
160101,R45S03,I-SV-NL,7,0,0
160101,R45S03,I-TR-SP,16,0,0
160101,R45S03,I-IN-DR,3,0,0
160101,R45S05,I-SV-NS,15,0,0
160101,R45S05,I-SV-MV,8,0,0
160101,R45S05,I-LI-UD,1,0,0
160101,R45S05,I-LI-LP,1,0,0
160101,R45S05,I-TR-RW,3,0,0
160101,R45S05,I-TR-WW,3,0,0
160101,R45S05,I-TR-OT,7,0,0
160101,R45S05,I-TR-SP,21,0,0
160101,R45S05,I-IN-DD,5,0,0
160101,R45S06,I-SV-MV,5,0,0
160101,R45S06,I-SV-NL,3,0,0
160101,R45S06,I-TR-RW,5,0,0
160101,R45S06,I-TR-LD,4,0,0
160101,R45S06,I-TR-SP,12,0,0
160101,R45S06,I-IN-DD,1,0,0
160101,R45S06,A-CH-PH,3,7,0
160101,R46S01,I-SV-NS,17,0,0
160101,R46S01,I-SV-MV,4,0,0
160101,R46S01,I-SV-NL,2,0,0
160101,R46S01,I-LI-UD,1,0,0
160101,R46S01,I-TR-LD,1,0,0
160101,R46S01,I-TR-OT,10,0,0
160101,R46S01,I-TR-SP,15,0,0
160101,R46S01,I-IN-DD,6,0,0
160101,R47S01,I-SV-NL,3,0,0
160101,R47S01,I-LI-LP,1,0,0
160101,R47S01,I-TR-WW,1,0,0
160101,R47S01,I-TR-OT,5,0,0
160101,R47S01,I-TR-SP,11,0,0
160101,R48S01,I-SV-MV,3,0,0
160101,R48S01,I-SV-NL,1,0,0
160101,R48S01,I-TR-RW,4,0,0
160101,R48S01,I-TR-WW,2,0,0
160101,R48S01,I-TR-OT,9,0,0
160101,R48S01,I-TR-SP,10,0,0
160101,R48S01,I-IN-DD,9,0,0
160101,R48S03,I-SV-NS,14,0,0
160101,R48S03,I-SV-RO,4,0,0
160101,R48S03,I-TR-OT,9,0,0
160101,R48S03,I-TR-SP,16,0,0
160101,R51S02,I-SV-NS,15,0,0
160101,R51S02,I-SV-MV,3,0,0
160101,R51S02,I-SV-NL,5,0,0
160101,R51S02,I-TR-RW,1,0,0
160101,R51S02,I-TR-WW,2,0,0
160101,R51S02,I-TR-OT,7,0,0
160101,R51S02,I-TR-SP,13,0,0
160101,R52S02,A-CO-TR,2,0,0
160101,R53S01,I-SV-MV,4,0,0
160101,R53S01,I-SV-NL,5,0,0
160101,R53S01,I-TR-RW,8,0,0
160101,R53S01,I-TR-LD,5,0,0
160101,R53S01,I-TR-OT,9,0,0
160101,R53S01,I-TR-SP,16,0,0
160101,R53S01,I-IN-DD,5,0,0
160101,R57S02,I-SV-NS,15,0,0
160101,R57S02,I-SV-RO,4,0,0
160101,R57S02,I-TR-LD,4,0,0
160101,R57S02,I-TR-WW,3,0,0
160101,R57S02,I-TR-OT,9,0,0
160101,R57S02,I-TR-SP,20,0,0
160101,R57S02,I-IN-DD,7,0,0
160101,R57S02,I-IN-DR,1,0,0
160101,R59S01,I-SV-MV,5,0,0
160101,R59S01,I-TR-RW,8,0,0
160101,R59S01,I-TR-LD,4,0,0
160101,R59S01,I-TR-SP,18,0,0
160101,R59S01,I-IN-DD,5,0,0
160101,R59S01,A-CH-AH,1,2,2
160101,R61S02,I-SV-NS,16,0,0
160101,R61S02,I-SV-MV,8,0,0
160101,R61S02,I-SV-NL,5,0,0
160101,R61S02,I-LI-UD,4,0,0
160101,R61S02,I-LI-LP,4,0,0
160101,R61S02,I-TR-RW,4,0,0
160101,R61S02,I-TR-LD,3,0,0
160101,R61S02,I-TR-WW,3,0,0
160101,R61S02,I-TR-OT,3,0,0
160101,R61S02,I-TR-SP,20,0,0
160101,R61S02,I-IN-DD,1,0,0
160101,R62S02,I-SV-MV,8,0,0
160101,R62S02,I-TR-WW,3,0,0
160101,R62S02,I-IN-DD,11,0,0
160101,R62S03,I-SV-NS,17,0,0
160101,R62S03,I-SV-MV,4,0,0
160101,R62S03,I-SV-NL,2,0,0
160101,R62S03,I-TR-RW,5,0,0
160101,R62S03,I-TR-WW,2,0,0
160101,R62S03,I-TR-OT,4,0,0
160101,R62S03,I-TR-SP,12,0,0
160101,R62S03,I-IN-DD,15,0,0
160101,R62S03,I-IN-DR,6,0,0
160101,R62S03,A-CH-PH,2,1,4
160101,R62S03,A-CH-CH,3,4,0
160101,R63S02,I-SV-NS,20,0,0
160101,R63S02,I-TR-OT,10,0,0
160101,R63S02,I-IN-DD,6,0,0
160101,R63S04,I-SV-NS,16,0,0
160101,R63S04,I-SV-MV,7,0,0
160101,R63S04,I-SV-NL,1,0,0
160101,R63S04,I-TR-LD,6,0,0
160101,R63S04,I-TR-OT,12,0,0
160101,R66S01,A-CH-PH,1,0,0
160101,R66S01,A-TD-MC,2,5,2
160101,R71S01,I-SV-NS,15,0,0
160101,R71S01,I-SV-RO,4,0,0
160101,R71S01,I-SV-NL,4,0,0
160101,R71S01,I-LI-UD,2,0,0
160101,R71S01,I-LI-LP,2,0,0
160101,R71S01,I-TR-RW,7,0,0
160101,R71S01,I-TR-WW,1,0,0
160101,R71S01,I-IN-DR,1,0,0
160101,R73S01,A-OT-RO,5,2,0
160101,R73S02,I-SV-RO,4,0,0
160101,R73S02,I-SV-MV,13,0,0
160101,R73S02,I-SV-NL,6,0,0
160101,R73S02,I-TR-RW,2,0,0
160101,R73S02,I-TR-SP,16,0,0
160101,R73S02,I-IN-DD,8,0,0
160101,R76S02,I-SV-NS,21,0,0
160101,R76S02,I-SV-MV,3,0,0
160101,R76S02,I-LI-UD,3,0,0
160101,R76S02,I-TR-LD,7,0,0
160101,R76S02,I-TR-WW,1,0,0
160101,R76S02,I-TR-OT,1,0,0
160101,R76S02,I-TR-SP,15,0,0
160101,R76S02,I-IN-DD,4,0,0
160101,R76S02,I-IN-DR,3,0,0
160101,R77S02,A-CH-PH,3,1,0
160101,R77S03,I-SV-NS,13,0,0
160101,R77S03,I-TR-RW,4,0,0
160101,R77S03,I-TR-LD,2,0,0
160101,R77S03,I-TR-OT,6,0,0
160101,R77S03,I-TR-SP,12,0,0
160101,R78S01,A-OT-RO,5,1,0
160101,R78S02,I-SV-NS,15,0,0
160101,R78S02,I-SV-MV,5,0,0
160101,R78S02,I-SV-NL,5,0,0
160101,R78S02,I-TR-RW,3,0,0
160101,R78S02,I-TR-OT,10,0,0
160101,R78S02,I-TR-SP,13,0,0
160101,R78S02,I-IN-DD,1,0,0
160101,R81S01,I-SV-NS,17,0,0
160101,R81S01,I-SV-MV,4,0,0
160101,R81S01,I-SV-NL,1,0,0
160101,R81S01,I-LI-UD,1,0,0
160101,R81S01,I-TR-WW,1,0,0
160101,R81S01,I-TR-SP,1,0,0
160101,R81S01,I-IN-DD,13,0,0
160101,R83S02,A-OT-RO,3,1,0
160101,R83S02,A-OT-RR,1,9,2
160101,R83S03,I-SV-NS,18,0,0
160101,R83S03,I-SV-MV,5,0,0
160101,R83S03,I-SV-NL,1,0,0
160101,R83S03,I-LI-UD,4,0,0
160101,R83S03,I-LI-LP,3,0,0
160101,R83S03,I-TR-LD,1,0,0
160101,R83S03,I-TR-OT,9,0,0
160101,R83S03,I-TR-SP,1,0,0
160101,R83S03,I-IN-DD,5,0,0
160101,R85S01,I-SV-NS,11,0,0
160101,R85S01,I-SV-RO,10,0,0
160101,R85S01,I-SV-MV,1,0,0
160101,R85S01,I-LI-UD,3,0,0
160101,R85S01,I-LI-LP,3,0,0
160101,R85S01,I-TR-RW,7,0,0
160101,R85S01,I-TR-SP,24,0,0
160101,R85S01,I-IN-DD,1,0,0
160101,R88S01,I-SV-MV,3,0,0
160101,R88S01,I-SV-NL,7,0,0
160101,R88S01,I-LI-LP,2,0,0
160101,R88S01,I-TR-RW,6,0,0
160101,R88S01,I-TR-LD,4,0,0
160101,R88S01,I-TR-WW,1,0,0
160101,R88S01,I-TR-OT,17,0,0
160101,R88S01,I-TR-SP,11,0,0
160101,R91S02,I-SV-NS,15,0,0
160101,R91S02,I-SV-RO,7,0,0
160101,R91S02,I-SV-MV,2,0,0
160101,R91S02,I-TR-OT,8,0,0
160101,R91S02,I-TR-SP,13,0,0
160101,R91S02,I-IN-DD,7,0,0
160101,R91S03,I-SV-MV,5,0,0
160101,R91S03,I-TR-LD,1,0,0
160101,R91S03,I-TR-SP,13,0,0
160101,R91S03,I-IN-DD,9,0,0
160101,R92S04,I-SV-RO,1,0,0
160101,R92S04,I-SV-MV,5,0,0
160101,R92S04,I-SV-NL,6,0,0
160101,R92S04,I-TR-RW,6,0,0
160101,R92S04,I-TR-SP,19,0,0
160101,R94S01,I-SV-RO,3,0,0
160101,R94S01,I-SV-MV,1,0,0
160101,R94S01,I-SV-NL,6,0,0
160101,R94S01,I-TR-LD,1,0,0
160101,R94S01,I-TR-OT,10,0,0
160101,R94S01,I-TR-SP,21,0,0
160101,R94S01,I-IN-DD,1,0,0
160101,R94S02,I-SV-NS,14,0,0
160101,R94S02,I-SV-MV,2,0,0
160101,R94S02,I-SV-NL,1,0,0
160101,R94S04,I-SV-MV,5,0,0
160101,R94S04,I-SV-NL,5,0,0
160101,R94S04,I-LI-UD,3,0,0
160101,R94S04,I-LI-LP,1,0,0
160101,R94S04,I-TR-SP,11,0,0
160101,R94S05,A-CH-PH,3,3,0
160101,R94S05,A-CH-CH,3,1,0
160101,R94S05,A-TD-MC,2,3,0
160101,R97S01,I-SV-NS,14,0,0
160101,R97S01,I-SV-MV,3,0,0
160101,R97S01,I-LI-UD,3,0,0
160101,R97S01,I-LI-LP,4,0,0
160101,R97S01,I-TR-RW,5,0,0
160101,R97S01,I-TR-LD,4,0,0
160101,R97S01,I-TR-SP,20,0,0
160101,R97S01,I-IN-DR,4,0,0
160101,R98S01,I-SV-NS,17,0,0
160101,R98S01,I-SV-RO,5,0,0
160101,R98S01,I-SV-MV,5,0,0
160101,R98S01,I-SV-NL,8,0,0
160101,R98S01,I-TR-RW,3,0,0
160101,R98S01,I-TR-WW,3,0,0
160101,R98S01,I-TR-OT,9,0,0
160101,R98S01,A-CO-SC,1,7,0
160102,R02S03,I-SV-NS,3,0,0
160102,R02S03,I-TR-SP,1,0,0
160102,R02S06,I-SV-NS,15,0,0
160102,R02S06,I-SV-MV,7,0,0
160102,R02S06,I-SV-NL,5,0,0
160102,R02S06,I-LI-UD,6,0,0
160102,R02S06,I-TR-LD,2,0,0
160102,R02S06,I-TR-OT,12,0,0
160102,R02S06,I-TR-SP,26,0,0
160102,R02S07,I-SV-NS,15,0,0
160102,R02S07,I-SV-NL,6,0,0
160102,R02S07,I-LI-LP,3,0,0
160102,R02S07,I-TR-SP,16,0,0
160102,R03S01,I-SV-NL,5,0,0
160102,R03S01,I-LI-UD,1,0,0
160102,R03S01,I-LI-LP,1,0,0
160102,R03S01,I-TR-OT,12,0,0
160102,R03S01,I-IN-DD,5,0,0
160102,R04S01,I-SV-NL,3,0,0
160102,R04S01,I-LI-UD,1,0,0
160102,R04S01,I-TR-LD,2,0,0
160102,R04S01,I-TR-SP,12,0,0
160102,R04S02,I-IN-DD,1,0,0
160102,R05S04,I-SV-RO,5,0,0
160102,R05S04,I-TR-RW,7,0,0
160102,R05S04,I-TR-WW,2,0,0
160102,R05S05,A-CO-TR,4,1,0
160102,R06S05,I-SV-MV,5,0,0
160102,R06S05,I-TR-SP,12,0,0
160102,R07S03,I-SV-NS,15,0,0
160102,R07S03,I-SV-RO,13,0,0
160102,R07S03,I-TR-RW,3,0,0
160102,R07S03,I-TR-WW,3,0,0
160102,R07S03,I-TR-OT,17,0,0
160102,R07S03,I-TR-SP,3,0,0
160102,R07S05,A-CO-RE,4,5,0
160102,R07S09,I-SV-MV,2,0,0
160102,R07S09,I-LI-UD,1,0,0
160102,R07S09,I-LI-LP,1,0,0
160102,R07S09,I-TR-RW,2,0,0
160102,R07S09,I-TR-OT,13,0,0
160102,R07S09,I-TR-SP,21,0,0
160102,R07S09,I-IN-DD,1,0,0
160102,R08S03,I-SV-NS,12,0,0
160102,R08S03,I-SV-RO,1,0,0
160102,R08S03,I-LI-LP,3,0,0
160102,R08S03,I-TR-LD,5,0,0
160102,R08S03,I-TR-WW,1,0,0
160102,R08S03,I-TR-OT,4,0,0
160102,R08S03,I-IN-DD,14,0,0
160102,R08S03,I-IN-DR,1,0,0
160102,R08S03,A-CO-HO,4,7,0
160102,R08S03,A-CO-SC,6,3,0
160102,R08S03,A-OT-RO,1,7,0
160102,R08S07,I-SV-NL,3,0,0
160102,R08S07,I-TR-OT,5,0,0
160102,R08S07,I-TR-SP,12,0,0
160102,R08S07,I-IN-DD,3,0,0
160102,R08S09,A-CO-RE,10,6,0
160102,R08S09,A-CH-AH,1,2,0
160102,R09S01,I-SV-NS,16,0,0
160102,R09S01,I-SV-NL,1,0,0
160102,R09S01,I-LI-UD,1,0,0
160102,R09S01,I-LI-LP,2,0,0
160102,R09S01,I-TR-LD,4,0,0
160102,R09S01,I-TR-SP,19,0,0
160102,R09S01,I-IN-DD,4,0,0
160102,R09S02,I-SV-NL,7,0,0
160102,R09S02,I-TR-LD,2,0,0
160102,R09S02,I-TR-OT,10,0,0
160102,R09S02,I-IN-DD,5,0,0
160102,R09S02,I-IN-DR,5,0,0
160102,R09S02,A-CO-HO,6,0,0
160102,R09S03,A-CH-PH,3,5,0
160102,R10S04,I-SV-NS,15,0,0
160102,R10S04,I-SV-MV,4,0,0
160102,R10S04,I-SV-NL,4,0,0
160102,R10S04,I-LI-UD,4,0,0
160102,R10S04,I-TR-RW,5,0,0
160102,R10S04,I-TR-LD,3,0,0
160102,R10S04,I-TR-OT,10,0,0
160102,R10S04,I-TR-SP,6,0,0
160102,R10S04,I-IN-DR,3,0,0
160102,R10S06,I-SV-RO,2,0,0
160102,R10S06,I-SV-MV,5,0,0
160102,R10S06,I-LI-UD,5,0,0
160102,R10S06,I-LI-LP,1,0,0
160102,R10S06,I-TR-WW,2,0,0
160102,R10S06,I-TR-OT,9,0,0
160102,R10S06,I-TR-SP,8,0,0
160102,R10S06,A-CH-PH,1,2,0
160102,R11S01,I-SV-NL,6,0,0
160102,R11S01,I-LI-UD,3,0,0
160102,R11S01,I-LI-LP,1,0,0
160102,R11S01,I-TR-WW,2,0,0
160102,R11S01,I-TR-OT,1,0,0
160102,R11S01,I-TR-SP,9,0,0
160102,R11S01,I-IN-DD,10,0,0
160102,R11S01,I-IN-DR,4,0,0
160102,R11S04,A-OT-RR,2,2,0
160102,R12S04,I-SV-MV,2,0,0
160102,R12S04,I-TR-RW,5,0,0
160102,R12S04,I-TR-WW,2,0,0
160102,R12S04,I-TR-OT,11,0,0
160102,R12S04,I-TR-SP,13,0,0
160102,R12S06,I-SV-NS,14,0,0
160102,R12S06,I-SV-RO,5,0,0
160102,R12S06,I-SV-MV,9,0,0
160102,R12S06,I-LI-LP,2,0,0
160102,R12S06,I-TR-OT,8,0,0
160102,R12S06,I-TR-SP,13,0,0
160102,R12S06,I-IN-DD,3,0,0
160102,R13S01,A-TD-LC,4,0,3
160102,R14S01,I-SV-NL,5,0,0
160102,R14S01,I-TR-SP,6,0,0
160102,R15S01,I-SV-NS,14,0,0
160102,R15S01,I-SV-MV,5,0,0
160102,R15S01,I-LI-LP,1,0,0
160102,R15S01,I-TR-RW,4,0,0
160102,R15S01,I-TR-OT,3,0,0
160102,R15S01,I-TR-SP,11,0,0
160102,R15S04,I-SV-RO,6,0,0
160102,R15S04,I-SV-MV,3,0,0
160102,R15S04,I-SV-NL,2,0,0
160102,R15S04,I-LI-LP,2,0,0
160102,R15S04,I-TR-LD,1,0,0
160102,R15S04,I-TR-OT,6,0,0
160102,R15S04,I-TR-SP,16,0,0
160102,R16S01,I-SV-NS,15,0,0
160102,R16S01,I-SV-RO,1,0,0
160102,R16S01,I-TR-OT,10,0,0
160102,R16S01,I-TR-SP,20,0,0
